Brand,Year,Gender,Seller_Type,Transmission,Owner,Mileage,Engine_CC,Power_bhp,Price
Hyundai,2003,Female,Individual,Automatic,Third Owner,17.61,1669,80,130988
Toyota,2017,Female,Individual,Manual,Third Owner,16.29,3146,,651414
Ford,2017,Female,Dealer,Manual,Fourth & Above Owner,19.05,1883,87.3,653424
Audi,2016,Male,Individual,Manual,Third Owner,16.34,,38.7,308036
Toyota,2011,Male,Individual,Automatic,First Owner,22.51,3004,122.7,439625
Ford,2006,Male,Dealer,Automatic,Third Owner,14.1,3189,141.8,1128913
Maruti,2015,Female,Dealer,Automatic,Third Owner,17.25,1773,85.6,832539
Maruti,2010,Female,Individual,Manual,Third Owner,12.38,2025,67.6,464324
Audi,2013,Female,Trustmark Dealer,Automatic,Second Owner,16.61,2602,127.7,1287588
Toyota,2002,Female,Dealer,Automatic,Second Owner,11.28,2590,137.3,240919
Honda,2018,Male,Trustmark Dealer,Automatic,Third Owner,20.99,2358,85.8,356192
Ford,2017,Female,Trustmark Dealer,Manual,Second Owner,21.07,1988,84.5,566846
Hyundai,2009,Male,Dealer,Automatic,Second Owner,21.14,1851,88,140698
Toyota,2005,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,18.12,,48.1,1137093
Hyundai,2012,Male,Individual,Automatic,First Owner,14.48,2388,82.7,654946
Toyota,2009,Female,Trustmark Dealer,Automatic,Second Owner,14.8,2107,132.9,363015
Honda,2017,Male,Individual,Automatic,First Owner,24.12,,85.8,734336
Honda,2019,Female,Dealer,Manual,Second Owner,23.74,3322,64,643817
Audi,2015,Male,Individual,Manual,Third Owner,,2823,102.4,508605
Audi,2005,Male,Dealer,Manual,Second Owner,15.94,3444,73.3,237445
Honda,2012,Male,Trustmark Dealer,Manual,Second Owner,23.47,2172,88.3,169136
BMW,2003,Female,Dealer,Automatic,First Owner,15.22,1435,58.3,1256040
Honda,2022,Male,Individual,Automatic,Third Owner,18.92,3292,64.1,194180
Maruti,2013,Male,Dealer,Manual,Fourth & Above Owner,23.41,2030,108.4,1109390
Maruti,2000,Male,Trustmark Dealer,Manual,First Owner,14.65,1216,92.9,346572
BMW,2019,Female,Trustmark Dealer,Manual,Third Owner,21.32,1238,,837010
Ford,2004,Female,Individual,Automatic,Third Owner,20.08,964,93,739630
Hyundai,2007,Female,Individual,Automatic,First Owner,17.84,2382,74.8,799626
Toyota,2011,Female,Dealer,Automatic,Second Owner,14.03,3267,70.4,819604
Toyota,2001,Female,Individual,Manual,Third Owner,15.1,1787,119.1,116530
BMW,2011,Female,Dealer,Manual,Fourth & Above Owner,19.16,3329,109.6,397096
Maruti,2004,Male,Individual,Manual,Second Owner,12.31,1316,89.5,189586
Audi,2021,Female,Trustmark Dealer,Automatic,First Owner,18.52,881,93.6,656790
Toyota,2004,Female,Trustmark Dealer,Automatic,First Owner,20.16,918,89.8,202997
Maruti,2012,Female,Individual,Manual,First Owner,21.94,2460,102.2,5686
Ford,2008,Female,Dealer,Manual,First Owner,12.41,2126,70,528757
Hyundai,2009,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,23.26,827,,-62724
Ford,2000,Male,Dealer,Automatic,Fourth & Above Owner,24.78,2824,98.8,677621
BMW,2002,Female,Trustmark Dealer,Manual,Third Owner,19.64,1297,83.4,222711
Honda,2017,Male,Individual,Manual,Fourth & Above Owner,13.85,3384,77.8,347826
Honda,2011,Female,Individual,Automatic,First Owner,16.69,3366,111,-84125
Honda,2002,Male,Individual,Manual,Fourth & Above Owner,17.81,993,86.2,1095031
Ford,2008,Female,Trustmark Dealer,Manual,Second Owner,19.08,1391,72.5,161126
Toyota,2001,Female,Individual,Automatic,Second Owner,18.09,3289,80.4,490800
Hyundai,2002,Female,Individual,Manual,Third Owner,19.12,2657,109.2,62478
Honda,2013,Female,Individual,Automatic,First Owner,17.64,1859,,349300
BMW,2003,Male,Dealer,Manual,Fourth & Above Owner,19.06,3105,81.1,1125547
BMW,2018,Male,Individual,Automatic,Third Owner,16.16,912,116.8,689243
Honda,2012,Male,Dealer,Manual,Third Owner,16.65,2117,85.8,382911
Honda,2006,Female,Dealer,Manual,Fourth & Above Owner,,2537,96.8,589748
Hyundai,2011,Female,Trustmark Dealer,Manual,Third Owner,25.67,2861,117.2,431832
Honda,2002,Female,Individual,Automatic,First Owner,23.86,2490,112.3,572274
Hyundai,2022,Male,Trustmark Dealer,Manual,Fourth & Above Owner,20.22,2987,79,823161
BMW,2022,Female,Individual,Manual,Second Owner,23.3,2194,86.7,500671
Honda,2008,Male,Dealer,Automatic,Second Owner,21.19,2250,112.6,665997
Ford,2001,Female,Trustmark Dealer,Manual,Fourth & Above Owner,18.73,2165,113.5,670949
Audi,2021,Female,Dealer,Automatic,Third Owner,11.98,,87.8,502156
Ford,2008,Female,Individual,Automatic,Third Owner,16.95,2929,88.7,379222
BMW,2011,Male,Trustmark Dealer,Automatic,Second Owner,,1757,96.7,442445
Hyundai,2011,Female,Individual,Manual,Second Owner,13.47,1928,124.2,809756
Ford,2014,Male,Trustmark Dealer,Automatic,First Owner,12.06,3228,116.7,834725
Hyundai,2001,Male,Individual,Manual,Third Owner,19.97,3176,107.3,258662
Ford,2017,Female,Dealer,Automatic,First Owner,19.3,2919,63,521703
Ford,2012,Female,Dealer,Manual,Second Owner,13.33,2496,83.1,374123
Hyundai,2013,Male,Trustmark Dealer,Automatic,Second Owner,15.02,932,84.4,839986
Toyota,2004,Male,Individual,Automatic,Second Owner,22.64,1369,125.5,458639
Ford,2009,Female,Individual,Manual,Second Owner,14.49,3308,84,1260277
Honda,2011,Female,Dealer,Automatic,First Owner,18.68,924,121.3,665369
Audi,2009,Male,Trustmark Dealer,Manual,Second Owner,17.24,1834,75.7,954599
BMW,2010,Male,Individual,Automatic,Fourth & Above Owner,20.03,2874,77.7,295617
Toyota,2001,Male,Individual,Manual,Third Owner,14.58,1006,102,603517
Hyundai,2004,Female,Dealer,Automatic,Second Owner,18.36,1111,129.2,784852
Toyota,2006,Female,Individual,Automatic,Third Owner,18.67,3229,84.7,290010
Maruti,2005,Female,Dealer,Manual,Second Owner,18.92,2585,25.9,606103
Maruti,2021,Female,Trustmark Dealer,Automatic,First Owner,18.32,2138,50.9,915558
Ford,2022,Male,Individual,Manual,Third Owner,19.38,1095,97.4,501765
Ford,2002,Male,Individual,Manual,First Owner,26.77,1201,53.1,344474
Honda,2012,Female,Dealer,Automatic,Second Owner,28.25,2258,68.4,1140888
Audi,2002,Male,Dealer,Automatic,Fourth & Above Owner,15.44,2396,90.3,248476
BMW,2020,Male,Individual,Automatic,Fourth & Above Owner,8.73,921,28.8,646767
Toyota,2005,Male,Dealer,Manual,Fourth & Above Owner,20.38,1550,80.5,387517
Maruti,2010,Male,Dealer,Manual,Fourth & Above Owner,18.75,905,60.9,318950
Ford,2016,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,22.24,1859,52.5,822497
BMW,2009,Female,Dealer,Manual,First Owner,19.14,2373,69.9,538339
Toyota,2011,Female,Individual,Automatic,Fourth & Above Owner,18.23,871,63.3,721766
Ford,2016,Male,Dealer,Automatic,Second Owner,22.52,1367,101.7,-76544
Ford,2003,Male,Individual,Automatic,First Owner,23.08,2044,119.9,750936
Maruti,2001,Male,Individual,Manual,First Owner,12.45,875,80.9,383821
Maruti,2010,Female,Dealer,Manual,Fourth & Above Owner,14.73,1809,75.1,36344
Ford,2006,Male,Individual,Automatic,Third Owner,17.58,3075,79.6,1165422
Hyundai,2001,Male,Trustmark Dealer,Manual,Second Owner,18.39,1252,62.3,780304
Ford,2017,Male,Trustmark Dealer,Automatic,First Owner,17.1,1565,57.8,668183
BMW,2020,Male,Individual,Automatic,Second Owner,19.74,1286,48.9,974826
Ford,2003,Male,Trustmark Dealer,Manual,Third Owner,21.98,2297,56.8,674271
Honda,2007,Male,Dealer,Automatic,First Owner,24.89,1629,130.8,360416
Audi,2019,Female,Dealer,Automatic,Second Owner,20.32,2740,72.7,547510
Honda,2013,Female,Dealer,Automatic,Fourth & Above Owner,14.59,1770,,396490
Honda,2011,Male,Individual,Automatic,First Owner,17.41,,75.3,449894
Hyundai,2021,Male,Dealer,Automatic,First Owner,17.7,3223,50.2,222689
Hyundai,2020,Male,Dealer,Manual,First Owner,20.06,3078,91.5,308994
Ford,2017,Male,Individual,Manual,First Owner,19.55,2735,88.8,868376
Honda,2010,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,26.2,1274,91.4,699623
Hyundai,2007,Female,Dealer,Manual,Third Owner,16.15,1903,89,449096
Maruti,2001,Male,Individual,Automatic,Third Owner,19.54,2509,80.7,291590
Ford,2014,Male,Trustmark Dealer,Automatic,Second Owner,27.42,2399,,478381
BMW,2008,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,15.66,1995,88.1,94845
Audi,2018,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,18.58,1025,115.5,637989
Toyota,2019,Male,Dealer,Manual,Second Owner,14.22,2990,135.3,883641
Ford,2007,Male,Trustmark Dealer,Manual,Fourth & Above Owner,18.33,1507,84.1,1310092
Toyota,2018,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,14.88,2514,86.8,269022
Honda,2004,Male,Trustmark Dealer,Manual,First Owner,22.19,853,,871141
Audi,2010,Male,Dealer,Automatic,First Owner,18.59,3043,127.3,387837
Toyota,2014,Male,Individual,Manual,First Owner,14.26,,77.8,261463
Honda,2007,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,21.36,3145,107.3,261331
Maruti,2018,Female,Individual,Automatic,Fourth & Above Owner,18.72,2253,69.4,1926663
Toyota,2022,Female,Trustmark Dealer,Automatic,Third Owner,21.81,3384,98.2,320762
Audi,2007,Female,Trustmark Dealer,Manual,First Owner,13.41,1378,114.3,417946
Ford,2018,Female,Dealer,Manual,Second Owner,19.48,2498,57.7,467880
Honda,2017,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,21.09,1299,76.9,378010
Ford,2009,Male,Trustmark Dealer,Manual,First Owner,,3471,113.9,356225
Audi,2006,Male,Individual,Manual,Third Owner,12.96,1005,105.4,-128748
Hyundai,2008,Male,Dealer,Manual,First Owner,17.83,2741,115.9,626086
Honda,2000,Male,Individual,Manual,Third Owner,22.91,1960,,620301
Toyota,2018,Female,Individual,Manual,Third Owner,22.5,3255,81.5,360797
Honda,2004,Female,Individual,Manual,Fourth & Above Owner,16.29,1078,145,708115
Ford,2018,Female,Individual,Manual,Third Owner,12.87,2268,93.4,1019072
Maruti,2000,Male,Dealer,Manual,Third Owner,16.28,1476,13.6,607074
Honda,2014,Female,Trustmark Dealer,Manual,Second Owner,16.13,1740,82.9,999077
Toyota,2015,Male,Dealer,Manual,Third Owner,19.79,3118,78.3,1271440
Hyundai,2022,Female,Trustmark Dealer,Manual,Second Owner,17.58,1240,109.9,1359157
BMW,2006,Female,Trustmark Dealer,Manual,Second Owner,14.99,,78.7,243529
Maruti,2011,Male,Individual,Manual,First Owner,22.42,2974,117.5,245081
Hyundai,2007,Male,Trustmark Dealer,Automatic,First Owner,18.56,2093,104,466671
Honda,2004,Male,Dealer,Automatic,Fourth & Above Owner,19.74,2643,65,638615
Ford,2009,Male,Trustmark Dealer,Manual,Fourth & Above Owner,11.1,2583,86.5,1075996
Audi,2020,Male,Dealer,Manual,Fourth & Above Owner,8.3,2675,70.6,788172
Ford,2004,Female,Dealer,Manual,Third Owner,,3334,94.6,239014
Toyota,2016,Male,Dealer,Automatic,First Owner,16.08,1347,70.5,416503
Ford,2004,Female,Trustmark Dealer,Automatic,Third Owner,,1785,91.9,587400
Maruti,2021,Male,Individual,Manual,First Owner,8.63,2866,83.2,153252
Ford,2014,Male,Dealer,Manual,Third Owner,24.37,1224,86.2,604101
Toyota,2012,Female,Individual,Manual,Fourth & Above Owner,18.68,2905,141.3,243469
BMW,2000,Male,Dealer,Manual,First Owner,23.44,3270,81,104784
Honda,2010,Male,Trustmark Dealer,Manual,First Owner,14.46,2598,41.6,315904
Audi,2022,Female,Dealer,Automatic,Second Owner,20.02,2483,115.4,723306
Honda,2000,Male,Trustmark Dealer,Manual,First Owner,18.34,2748,115.2,721235
Ford,2010,Male,Trustmark Dealer,Automatic,First Owner,21.27,865,40.5,628996
Hyundai,2017,Male,Trustmark Dealer,Manual,Third Owner,17.06,1614,72.5,897484
Honda,2017,Male,Trustmark Dealer,Manual,Fourth & Above Owner,19.89,1974,100.9,865675
BMW,2020,Male,Individual,Automatic,Second Owner,22.41,2609,103.1,661314
Ford,2015,Female,Trustmark Dealer,Automatic,Third Owner,15.4,,89.9,619915
Audi,2012,Male,Dealer,Manual,First Owner,18.97,1589,90.4,638864
Toyota,2006,Male,Individual,Automatic,Third Owner,10.45,2820,66.5,555706
BMW,2000,Female,Individual,Manual,Fourth & Above Owner,20.81,1034,30,-52303
Ford,2015,Female,Individual,Automatic,Second Owner,25.82,2538,141.2,940645
BMW,2000,Female,Individual,Automatic,Third Owner,13.02,1474,65.8,719257
Honda,2016,Male,Dealer,Manual,First Owner,,2945,94.4,235102
Audi,2005,Female,Trustmark Dealer,Manual,Third Owner,21.52,1832,86,1028345
Toyota,2001,Female,Dealer,Automatic,First Owner,18.13,1726,112.4,423006
Ford,2016,Male,Trustmark Dealer,Manual,Second Owner,18.66,1560,92.9,567669
Maruti,2005,Male,Individual,Automatic,Second Owner,16.44,3274,93.8,907073
Toyota,2013,Male,Individual,Automatic,Third Owner,16.29,1026,24.1,666042
Maruti,2017,Male,Individual,Manual,Second Owner,17.65,2576,69.2,1000613
BMW,2005,Female,Individual,Automatic,Fourth & Above Owner,18.17,2864,108.6,494370
Hyundai,2009,Male,Trustmark Dealer,Manual,Third Owner,13.27,3410,106.4,1107352
Toyota,2017,Male,Individual,Manual,First Owner,17.74,3075,66.2,366659
BMW,2008,Female,Trustmark Dealer,Automatic,Third Owner,24.27,1505,50.5,995287
Maruti,2007,Female,Individual,Manual,First Owner,16.32,2615,93.2,-79533
Honda,2009,Male,Dealer,Automatic,Second Owner,13.05,2061,17.3,269942
Honda,2016,Female,Individual,Automatic,First Owner,17.39,2210,61.3,689390
Hyundai,2022,Female,Trustmark Dealer,Manual,First Owner,15.14,1468,134,479866
Toyota,2005,Male,Trustmark Dealer,Manual,First Owner,12.65,3101,126.1,577575
Toyota,2013,Male,Dealer,Automatic,First Owner,18.56,,102.2,612495
Toyota,2021,Female,Trustmark Dealer,Manual,Fourth & Above Owner,15.16,2137,97.7,242729
BMW,2021,Female,Dealer,Automatic,First Owner,15.5,2124,41.2,265221
Audi,2005,Female,Individual,Automatic,Third Owner,18.61,917,71.5,669637
Audi,2006,Female,Individual,Automatic,Fourth & Above Owner,11.87,2668,82.6,400100
Hyundai,2011,Male,Individual,Automatic,First Owner,11.03,2897,72,1002310
Toyota,2002,Female,Trustmark Dealer,Automatic,First Owner,20.68,2613,81.2,542416
BMW,2013,Female,Individual,Manual,First Owner,10.28,2387,122.5,815625
Honda,2021,Male,Individual,Automatic,Fourth & Above Owner,14.09,1342,76.5,732856
Maruti,2018,Male,Individual,Automatic,First Owner,10.8,3174,81.5,419652
BMW,2022,Male,Individual,Automatic,First Owner,16.06,2326,108.5,5901
Audi,2015,Male,Individual,Automatic,First Owner,19.71,2069,54.5,955482
Audi,2006,Female,Trustmark Dealer,Automatic,Second Owner,18.45,1401,69,306327
Honda,2007,Female,Trustmark Dealer,Automatic,Third Owner,27.57,2949,71.6,478873
Honda,2017,Male,Trustmark Dealer,Manual,First Owner,22.35,,91.4,554747
Maruti,2012,Male,Trustmark Dealer,Manual,Third Owner,14.28,2402,81.4,584697
Honda,2020,Female,Individual,Automatic,Second Owner,13.21,2527,82.2,888588
Hyundai,2008,Female,Trustmark Dealer,Automatic,Second Owner,28.83,3496,,601747
Maruti,2009,Male,Dealer,Automatic,First Owner,22.25,1138,63.2,561794
Honda,2020,Female,Individual,Manual,Third Owner,20.36,3031,105.2,905537
Ford,2022,Female,Individual,Automatic,Fourth & Above Owner,18.3,855,81.6,780196
BMW,2008,Female,Dealer,Automatic,First Owner,19.09,2105,105.5,379329
Honda,2014,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,12.07,3419,62.2,255853
Hyundai,2019,Male,Dealer,Automatic,Second Owner,18.63,1951,73.4,352890
Toyota,2001,Male,Trustmark Dealer,Automatic,Second Owner,18.28,1516,84.5,585234
Honda,2012,Male,Dealer,Automatic,Third Owner,14.38,2549,86.8,226184
Audi,2001,Female,Individual,Manual,Fourth & Above Owner,15.85,2462,108.9,627226
Audi,2018,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,24.06,3063,79.2,561241
Audi,2001,Female,Trustmark Dealer,Automatic,First Owner,17.5,1113,108.7,-162756
Toyota,2002,Female,Trustmark Dealer,Automatic,Third Owner,26.28,3080,99.4,178147
Audi,2005,Male,Individual,Automatic,Third Owner,,3422,87.3,-265725
Ford,2002,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,15.91,1687,66.2,496829
Honda,2009,Female,Dealer,Automatic,Second Owner,11.81,1046,108.9,922204
Audi,2005,Male,Trustmark Dealer,Automatic,Third Owner,,3289,66.8,32803
Maruti,2022,Male,Trustmark Dealer,Automatic,Second Owner,14.69,2722,89.5,203314
Toyota,2015,Male,Individual,Automatic,First Owner,19.26,2982,88.7,550879
Ford,2016,Male,Dealer,Manual,Third Owner,19.07,1825,84.8,280874
Maruti,2018,Male,Dealer,Manual,Third Owner,15.28,960,80.3,279398
Maruti,2002,Female,Dealer,Manual,First Owner,9.09,2987,69.4,762478
Maruti,2017,Male,Trustmark Dealer,Automatic,Third Owner,23.91,3151,49.6,451531
Maruti,2006,Female,Trustmark Dealer,Manual,Fourth & Above Owner,16.86,2283,125.1,153983
Honda,2008,Male,Individual,Manual,Fourth & Above Owner,13.53,2537,77.7,-26315
Audi,2019,Female,Individual,Manual,First Owner,,924,86.8,1262522
BMW,2011,Female,Trustmark Dealer,Manual,Second Owner,18.82,2708,86.6,938493
Honda,2004,Male,Dealer,Automatic,Second Owner,16.71,2170,117.4,464510
Honda,2002,Female,Dealer,Manual,Third Owner,18.59,2417,138.3,626357
Ford,2010,Male,Trustmark Dealer,Manual,Second Owner,13.38,2777,94,453441
Ford,2003,Female,Dealer,Automatic,Second Owner,21.04,3254,86.1,753137
Audi,2004,Female,Dealer,Manual,First Owner,14.01,963,61.9,343736
BMW,2000,Female,Trustmark Dealer,Automatic,Second Owner,15.58,1661,53.9,437048
Ford,2017,Male,Individual,Manual,Second Owner,20.6,3087,45.7,736620
Audi,2011,Male,Trustmark Dealer,Manual,Second Owner,22.82,2036,70.1,1036158
Audi,2012,Female,Individual,Manual,Fourth & Above Owner,24.34,2996,37.7,822425
Hyundai,2008,Male,Dealer,Automatic,Fourth & Above Owner,22.22,3431,117,970174
BMW,2001,Female,Individual,Manual,First Owner,16.7,2006,100.6,506275
Ford,2004,Male,Individual,Manual,Third Owner,11.84,1304,83.7,413097
BMW,2012,Female,Trustmark Dealer,Automatic,First Owner,23.62,1324,117.7,18486
Honda,2015,Male,Dealer,Manual,Third Owner,23.48,2203,63.2,621660
Honda,2015,Male,Dealer,Manual,Third Owner,,2567,69.5,713714
BMW,2002,Male,Dealer,Manual,Second Owner,21.68,1500,41.7,509998
Hyundai,2021,Female,Individual,Manual,Second Owner,16.67,1817,109.4,366990
Hyundai,2003,Female,Individual,Manual,First Owner,24.01,849,69.7,973021
BMW,2010,Female,Trustmark Dealer,Automatic,First Owner,15.94,1494,90.4,789541
Ford,2022,Male,Dealer,Automatic,First Owner,25.91,825,115.1,993848
Toyota,2013,Female,Dealer,Automatic,Fourth & Above Owner,21.14,,124.3,313926
Hyundai,2002,Male,Individual,Manual,Fourth & Above Owner,25.19,810,89.3,387530
Maruti,2015,Male,Individual,Manual,Fourth & Above Owner,16.14,1607,99.6,960953
Honda,2021,Male,Individual,Manual,Fourth & Above Owner,19.62,1925,67.4,585796
BMW,2014,Male,Dealer,Manual,Fourth & Above Owner,14.12,2858,,429269
Maruti,2009,Female,Dealer,Manual,Second Owner,21.38,1772,85.8,450145
BMW,2008,Male,Trustmark Dealer,Automatic,Third Owner,21.6,3254,92,596676
Audi,2010,Male,Trustmark Dealer,Automatic,Fourth & Above Owner,27.59,1868,79.8,900886
Honda,2015,Female,Dealer,Automatic,First Owner,19.93,1641,120,551846
Honda,2009,Female,Trustmark Dealer,Manual,Third Owner,20.9,1158,95,837160
Hyundai,2016,Female,Individual,Automatic,Fourth & Above Owner,16.12,3401,109,740213
Hyundai,2018,Female,Trustmark Dealer,Automatic,Fourth & Above Owner,20.17,1084,98.8,336498
Maruti,2001,Male,Individual,Automatic,Second Owner,16.48,3247,84.5,336261
Audi,2022,Male,Trustmark Dealer,Automatic,Second Owner,18.46,2274,113.2,464920
BMW,2001,Female,Dealer,Manual,Second Owner,18.7,2435,98.6,596847
Audi,2005,Male,Individual,Manual,Fourth & Above Owner,16.59,,66,445758
Honda,2018,Female,Trustmark Dealer,Automatic,Second Owner,18.25,1224,65.3,1054030
Maruti,2007,Female,Dealer,Automatic,Fourth & Above Owner,16.5,1829,93.7,590583
Toyota,2002,Female,Individual,Automatic,Third Owner,16.48,2719,112.7,370064
Maruti,2013,Female,Individual,Automatic,Third Owner,22.31,3288,131,1174723
Ford,2015,Female,Dealer,Automatic,Fourth & Above Owner,18.7,1155,45.6,320815
Maruti,2000,Female,Dealer,Automatic,First Owner,19.39,1353,90.6,311435
Audi,2020,Female,Individual,Automatic,Fourth & Above Owner,12.17,2686,102.2,968846
Ford,2002,Male,Dealer,Automatic,Third Owner,19.69,1067,97.4,798395
Ford,2021,Female,Trustmark Dealer,Automatic,Third Owner,20.12,2715,115.2,560982
Ford,2017,Male,Trustmark Dealer,Manual,Fourth & Above Owner,16.41,2040,106.4,849573
Toyota,2008,Female,Individual,Automatic,Fourth & Above Owner,26.34,863,65.4,690180
Maruti,2005,Female,Individual,Manual,Fourth & Above Owner,8.84,3289,64.6,244142
Audi,2022,Male,Trustmark Dealer,Manual,Third Owner,21.14,,97.8,-119275
Maruti,2020,Male,Dealer,Automatic,First Owner,20.85,2098,114.8,429796
Toyota,2000,Female,Dealer,Automatic,Fourth & Above Owner,20.17,1269,93.6,925477
